"TGID","Alias","Description"
"10381","-","Main Operations"
"10382","-","-"
"10383","-","-"
"10384","-","-"
"10385","-","-"
"10386","-","-"
"10387","-","-"
"10388","-","-"
"10389","-","-"
"10390","-","-"
