Reg,Callsign,Country,Make,Model
ZK-ELK,ELK-(F/W 300)PAX,New Zealand,PIPER AIRCRAFT CORPORATION,PA32-300
ZK-HIU,HIU-(B2),New Zealand,AIRBUS HELICOPTERS INC.,AS350B2
ZK-HXL,HXL(UH-1)-NO PAX,New Zealand,BELL HELICOPTER COMPANY,UH-1H
ZK-HXW,HXW-(429),New Zealand,BELL HELICOPTER TEXTRON CANADA LIMITED,429
ZK-IBI,IBI-(S76),New Zealand,SIKORSKY AIRCRAFT CORPORATION,S76C
ZK-ILV,ILV-(UH-1)-NO PAX,New Zealand,BELL HELICOPTER COMPANY,UH-1H
ZK-MGR,MGR-(F/W),New Zealand,CESSNA AIRCRAFT COMPANY,172
