Reg,Callsign,Country,Make,Model
C-FXEC,HELITAK 215,Canada,SIKORSKY AIRCRAFT,S61N
C-FPUM,HELITAK 348,Canada,EUROCOPTER,AS 332 L1
C-FIZA,HELITAK 369,Canada,SIKORSKY AIRCRAFT,S61N
