Reg,Callsign,Country,Make,Model
C-GIUP,HELITAK 251,Canada,BELL HELICOPTER CO,212
C-FPSZ,HELITAK 252,Canada,BELL HELICOPTER CO,205 A1++
C-GRUV,HELITAK 253,Canada,BELL HELICOPTER CO,205 A1
C-GLFT,HELITAK 254,Canada,BELL HELICOPTER CO,212
C-FWTQ,HELITAK 274,Canada,BELL HELICOPTER CO,412EP
C-FWTY,HELITAK 275,Canada,BELL HELICOPTER CO,412 SP
