Reg,Callsign,Country,Make,Model
ZK-MAA,MAA-(F/W 502),New Zealand,AIR TRACTOR INC,AT-502B
ZK-MAE,MAE-(F/W 502),New Zealand,AIR TRACTOR INC,AT-502B
ZK-SXP,SXP-(F/W 502),New Zealand,AIR TRACTOR INC,AT-502
