Reg,Callsign,Country,Make,Model
ZK-HKU,HKU-(UH60),New Zealand,SIKORSKY AIRCRAFT,EH-60A
ZK-IHW,IHW(B3),New Zealand,"PICKERING AVIATION, INC.",UH-60A
