"TGID","Alias","Description"
"11431","OPS 1","Operations 1"
"11432","OPS 2","Operations 2"
"11433","OPS 3","Operations 3"
"11434","OPS 4","Operations 4"
"11441","ITSRR 1","ITSRR 1"
"11442","ITSRR 2","ITSRR 2"
"11443","ITSRR 3","ITSRR 3"
