"TGID","Alias","Description"
"10951","ACCESS","Maritime Operations"
"10952","-","-"
"10953","-","-"
"10954","ENV SERVICES","Environmental Services"
"10955","EVENT A","Event Channel A"
"10956","EVENT B","Event Channel B"
"10957","EVENT C","Event Channel C"
"10958","EVENT D","Event Channel D"
"10959","EVENT E","Event Channel E"
"10960","EVENT F","Event Channel F"
"10961","EVENT G","Event Channel G"
"10962","-","-"
"10963","-","-"
"10964","-","-"
"10965","-","-"
