"TGID","Alias","Description"
"11421","WNSW GENERAL","General Channel"
"11422","WNSW OPS 1","Operations 1"
"11423","WNSW OPS 2","Operations 2"
"11424","WNSW OPS 3","Operations 3"
"11425","WNSW OPS 4","Operations 4"
"11426","WNSW OPS 5","Operations 5"
"11427","WNSW OPS 6","Operations 6"
"11428","WNSW OPS 7","Operations 7"
"11429","WNSW OPS 8","Operations 8"
"11430","WNSW OPS 9","Operations 9"
