"TGID","Alias","Description"
"11071","-","Building"
"11072","-","Civil Works"
"11073","-","Kerbside Cleaning"
"11074","-","Workshop"
"11075","-","Parks"
"11076","-","Rangers 1"
"11077","-","Rangers 2"
"11078","-","Waste Services"
"11079","-","Utility 1 (used by Lifeguards)"
"11080","-","Utility 2"
"11081","-","Utility 3"
"11082","-","Utility 4"
