Unit ID,Tag
2326754,Car 981
2326756,Car 532
2326760,Car 531
2326762,Car 531
2326763,Car 541
2326765,Car 541
2326773,Car 349
2326774,Car 971
2326784,Car 338
2326786,Car 805
2326788,Car 352
2326791,ECP 38
2326795,ECP 36
2326797,Car 121 - Hamlyn Terrace
2326798,Car 121 - Hamlyn Terrace
2326804,Car 814
2326809,Car 974
2326818,Inspector 47
2326819,Car 538
2326831,Car 580
2326832,ECP 63
2326836,Car 537
2326841,Car 953
2326848,Car 571
2326859,Car 504
2326860,Car 504
2326862,Car 537
2326864,Car 424
2326871,Car 570
2326877,Car 460
2326881,Car 502
2326883,Car 568
2326884,Car 535
2326885,Car 502
2326888,Car 431
2326890,Car 783
2326893,Car 950
2326894,Car 575
2326895,Car 538
2326905,Car 570
2326916,Car 656
2326918,Car 435
2326919,Car 580
2326936,Car 567
2326941,Car 955
2326943,SOT 302
2326955,Car 955
2326962,Car 470 - Port Macquarie
2326964,Car 119 - Point Claire
2326971,Car 806
2326976,Car 803
2326977,Car 119 - Point Claire
2326989,ECP 48
2326992,Responder 14
2326993,Car 331
2327000,Car 438
2327004,Car 503
2327006,Car 265
2327007,Responder 11
2327025,Inspector 127
2327033,Car  343 - Tea Gardens
2327041,Cycle 1
2327046,Inspector 15
2327067,CFR 3
2328003,Artarmon Station
2330149,Car 173
2330223,Careflight 4 ?
2330350,Oakflats Station
2330454,Lifesaver 23
2330483,Cycle 1
2330593,Rescue 203
2330602,Inspector 73
2330639,Westpac 3 Portable
2330676,Toll Rescue 207
2330677,Lifesaver 23
2330682,Westpac 4
2330684,Toll Rescue 204
2330701,Toll Rescue 209
2330702,Toll Rescue 207
2330703,Rescue 201
2330707,Toll Rescue 208
2330726,Westpac 5
2330727,Toll Rescue 203
2330751,Westpac 1 - Lismore
2330756,Westpac 3 - Tamworth
2330774,Westpac 4 - Belmont
2330783,Lifesaver 21
2330791,Westpac 3
2330801,Westpac 2
2330818,Toll Rescue 202 - Orange
2331001,Car 209 - Terrigal
2331004,Car 990
2331005,Lithgow Car 661
2331008,ECP 21
2331010,Orange Car 678
2331014,ECP 74
2331015,Lithgow Car 662
2331016,Inspector 18
2331018,Orange Car 681
2331019,Orange Car 677
2331020,Car 5216
2331021,Car 347
2331022,Car 5252
2331023,Car 5235
2331026,ECP 27
2331030,ECP 75
2331032,Car 151
2331033,Car 841
2331036,Car 220
2331037,Car 232 - Wyong
2331038,Car 978
2331039,Car 113 - Wollongong
2331040,ECP 24
2331042,Rylstone Car 658
2331044,Car 152
2331046,Car 442
2331052,Car 718
2331054,Car 423
2331056,Car 162
2331061,Cowra Car 624
2331062,Orange Car 622
2331068,Car 477 - Port Macquarie
2331075,Car 422
2331076,Car 442
2331081,Car 965
2331083,Car 305
2331084,Rylstone Car 657
2331085,Cat 750
2331089,Car 111 - Wollongong
2331090,Car 237
2331091,Car 112 - Ettalong
2331092,Blayney Car 613
2331094,Car 5225
2331097,Blayney Car 614
2331098,Supervisor 61
2331099,Car 228
2331100,Cowra Car 687
2331101,Car 235
2331105,Car 918
2331106,Car 354
2331109,Car 118
2331110,Car 127
2331112,Car 5129
2331117,Car 5215
2331118,Car 646
2331119,Car 116
2331125,Car 237
2331127,Car 366
2331129,Car 819
2331134,Car 911
2331138,Car 416
2331148,Car 342
2331150,Car 674
2331156,ECP 52
2331162,Orange Landcruiser 683
2331164,ECP 49
2331170,Forbes Car 647
2331171,Car 236
2331174,Grenfell Car 553
2331175,Car 115 - Wollongong
2331176,Car 256 - Morriset
2331177,ECP 73
2331178,Orange Car 679
2331179,Lithgow 664
2331185,Car 201 - Point Claire
2331187,Car 348
2331192,Car 828
2331195,Car 255
2331198,Car 902 - Mullumbimby
2331200,Car 219
2331207,Car 295
2331209,Walgett Car 753
2331211,Car 216
2331212,Car 217
2331213,Car 233
2331219,Car 133 - Oak Flats
2331223,Car 218
2331226,Car 5279
2331229,Car 123 - Bulli
2331230,Molong Car 668
2331231,Car 163
2331232,Car 915 - Taree
2331233,Car 177
2331236,Car 203
2331238,Car 292
2331239,Car 5266
2331241,Car 141
2331243,Car 5258
2331244,Car 5217
2331245,Car 5237
2331246,Car 911 - Port Macquarie
2331500,Car 177
2331513,Inspector 53
2331515,ECP 24
2331516,Car 338
2331520,Car 303 - Singleton
2331522,Car 290
2331523,PICU 17
2331526,PICU 18
2331528,Car 545
2331536,Car 240
2331548,Car 5289
2331551,Grenfell 553
2331552,Forbes Car 646
2331557,Car 305
2331558,Car 275
2331565,Forbes Car 647
2331577,Car 806 - Cardiff
2331584,Car 280 - Stockton
2331585,Car 140
2331588,Car 281 - Stockton
2331594,Car 308 - Singleton
2331610,ECP 85
2331612,Inspector 58
2331613,Car 524
2331619,Car 259
2331621,Car 273
2331623,Inspector 13
2331631,Car 278
2331638,Car 178
2331645,Car 272 - Hamilton
2331659,Car 155
2331660,Car 543
2331700,Condobolin Car 620
2331717,Car 271 - Hamilton
2331735,Car 294
2331741,Car 642
2331742,ECP 84
2331748,Car 546
2331749,Car 271
2331750,Car 268
2331761,Car 5212
2331770,Car 274
2331774,Car 300 - Cessnock
2331780,Canowindra Car 616
2331785,Car 271
2331794,Cowra Car 624
2331795,Car 5236
2331800,Car 263 - Raymond Terrace
2331803,Car 261 - Raymond Terrace
2331841,Cycle 2
2331846,Car 5241
2331847,Car 526
2331849,ECP 61
2331871,Car 5263
2331873,Car 5227
2331880,Car 248
2331906,Car 258 - Cardif
2331908,Inspector 11
2331916,Car 249
2331918,Car 200
2331921,Car 232
2331923,Car 5253
2331924,Car 250
2331931,Car 242
2331933,Car 226
2331936,Car 781
2331943,Hospital - HRM - Wyong Hospital
2331944,Car 276
2331946,Car 804
2331947,Car 231
2331948,Car 229
2331951,Car 581
2331952,Car 230
2331953,Car 277 - Cardiff
2331955,Car 267
2331956,Car 301
2331958,Car 278
2331959,Car 226
2331961,Car 215
2331963,Car 978
2331965,Car 804
2331968,Car 231
2331970,Car 214
2331983,Car 228
2331986,Car 228
2331997,Car 229
2331998,Car 242 - Tuncurry
2332011,Car 116
2332013,Car 131
2332014,Car 348
2332015,Car 591
2332016,Car 402
2332018,Car 148
2332020,Supervisor 52
2332022,Liverpool Hospital
2332031,Car 374
2332035,Car 539
2332036,Car 525
2332038,Car 438
2332040,Car 536
2332059,Car 377
2332080,ECP 23
2332097,Cycle 1
2332102,ECP 76
2332135,Cycle 2
2332173,ECP 28
2332204,ECP 90
2332212,Supervisor 21
2332239,Inspector 12
2332277,Inspector 51
2332299,Inspector 77
2332303,Supervisor 56
2332320,ECP 61
2332330,Inspector 13
2332349,Inspector 74
2332462,Inspector 64
2332530,SOP 46
2332587,Car 412
2332595,Car 393
2332597,Car 359
2332601,Car 383
2332607,Car 413
2332647,Car 413
2332662,Toll Rescue 206
2332668,Car 766
2332669,Car 767
2332671,Car 849
2332678,Car 290
2332679,Car 888
2332680,Car 889
2332685,Car 386 - Stockton
2332686,Car 387 Stockton
2332692,Car 393 - Rutherford
2332693,Car 394
2332694,Car 437 East Paddington
2332695,Car 691
2332704,Car 612
2332711,Car 296
2332712,Car 882
2332715,Car 300
2332717,Car 814
2332798,Car 386 Stockton
2332819,Car 783
2332842,St Vincent's Hospital
2332843,St George Hospital
2332846,Bankstown Hospital
2332848,Liverpool Hospital
2332851,RPA Hospital
2332852,North Shore Hospital
2332868,Calvary Mater
2332910,Car 921
2332913,Westmead Adults Hospital
2332915,Car 832
2332921,Car 915
2332943,Car 439
2332947,ECP 98
2332959,Sydney ECP Ops
2333000,Price Of Wales Hospital
2333036,Inspector 9
2333058,Inspector 32
2333068,Inspector 49
