"TGID","Alias","Description"
"20083","OPS TG 1","Operations 1 - State Rescue Groups"
"20084","OPS TG 2","Operations 2 - North Region"
"20085","OPS TG 3","Operations 3 - West Region"
"20086","OPS TG 4","Operations 4 - East Region"
"20087","OPS TG 5","Operations 5 - South Region"
"30096","OPS TG 6","Operations 6 - State Operations"
"30097","TACT TG 1","Tactical 1"
"30098","TACT TG 2","Tactical 2"
"30099","TACT TG 3","Tactical 3"
"30100","DISP TG 1","Dispatch"
