id,address,alias,agency,icon,color,pluginconf,ignore
1071,0125511,255 Charlestown,FRNSW,fire-extinguisher,#FF0000,{},0
1072,0125811,258 Coledale,FRNSW,fire-extinguisher,#FF0000,{},0
1073,0126911,269 Corrimal,FRNSW,fire-extinguisher,#FF0000,{},0
1074,0129211,292 Doyalson 2 way,FRNSW,fire-extinguisher,#FF0000,{},0
1075,0130111,301 Glenbrook,FRNSW,fire-extinguisher,#FF0000,{},0
1076,0132511,325 Helensburgh,FRNSW,fire-extinguisher,#FF0000,{},0
1077,0134011,340 Umina,FRNSW,fire-extinguisher,#FF0000,{},0
1078,0134111,341 Kariong,FRNSW,fire-extinguisher,#FF0000,{},0
1079,0134311,343 Katoomba,FRNSW,fire-extinguisher,#FF0000,{},0
1080,0134411,344 Kearsley,FRNSW,fire-extinguisher,#FF0000,{},0
1081,0134611,346 Kiama,FRNSW,fire-extinguisher,#FF0000,{},0
1082,0134911,349 Kurri Kurri,FRNSW,fire-extinguisher,#FF0000,{},0
1055,0135711,357 Lambton,FRNSW,fire-extinguisher,#FF0000,{},0
1083,0136111,361 Leura,FRNSW,fire-extinguisher,#FF0000,{},0
1084,0136311,363 Lithgow,FRNSW,fire-extinguisher,#FF0000,{},0
1085,0136411,364 Lithgow West,FRNSW,fire-extinguisher,#FF0000,{},0
1086,0137411,374 Maitland,FRNSW,fire-extinguisher,#FF0000,{},0
1056,0137611,376 Merewether,FRNSW,fire-extinguisher,#FF0000,{},0
1087,0137711,377 Minmi,FRNSW,fire-extinguisher,#FF0000,{},0
1088,0137811,378 Mittagong,FRNSW,fire-extinguisher,#FF0000,{},0
1089,0138211,382 Morpeth,FRNSW,fire-extinguisher,#FF0000,{},0
1090,0138311,383 Morisset,FRNSW,fire-extinguisher,#FF0000,{},0
1091,0138511,385 Moss Vale,FRNSW,fire-extinguisher,#FF0000,{},0
1092,0138611,386 Mt Victoria,FRNSW,fire-extinguisher,#FF0000,{},0
1093,0140211,402 Salmander Bay,FRNSW,fire-extinguisher,#FF0000,{},0
1094,0141811,418 Paxton,FRNSW,fire-extinguisher,#FF0000,{},0
1095,0142111,421 Picton,FRNSW,fire-extinguisher,#FF0000,{},0
1096,0143211,432 Raymond Terrace,FRNSW,fire-extinguisher,#FF0000,{},0
1097,0144211,442 Scarborough,FRNSW,fire-extinguisher,#FF0000,{},0
1098,0144411,444 Singleton,FRNSW,fire-extinguisher,#FF0000,{},0
1099,0144511,445 Spingwood,FRNSW,fire-extinguisher,#FF0000,{},0
1100,0144611,446 Stockton,FRNSW,fire-extinguisher,#FF0000,{},0
1101,0144711,447 Swansea,FRNSW,fire-extinguisher,#FF0000,{},0
1102,0145011,450 Saratoga,FRNSW,fire-extinguisher,#FF0000,{},0
1103,0145411,454 Tarro,FRNSW,fire-extinguisher,#FF0000,{},0
1104,0145511,455 Telarah,FRNSW,fire-extinguisher,#FF0000,{},0
1105,0145811,458 Teralba,FRNSW,fire-extinguisher,#FF0000,{},0
1106,0145911,459 Terrigal,FRNSW,fire-extinguisher,#FF0000,{},0
1107,0146011,460 The Entrance,FRNSW,fire-extinguisher,#FF0000,{},0
1108,0146111,461 Thirroul,FRNSW,fire-extinguisher,#FF0000,{},0
1109,0146411,464 Toronto,FRNSW,fire-extinguisher,#FF0000,{},0
1110,0147011,470 Toukley,FRNSW,fire-extinguisher,#FF0000,{},0
1111,0147411,474 Unanderra,FRNSW,fire-extinguisher,#FF0000,{},0
1113,0148411,484 Wallsend,FRNSW,fire-extinguisher,#FF0000,{},0
1114,0148511,485 Wangi Wangi,FRNSW,fire-extinguisher,#FF0000,{},0
1115,0148811,488 Shellharbour,FRNSW,fire-extinguisher,#FF0000,{},0
1116,0148911,489 Warragamba,FRNSW,fire-extinguisher,#FF0000,{},0
1117,0149511,495 Wentwoth Falls,FRNSW,fire-extinguisher,#FF0000,{},0
1118,0149811,498 Holmesville,FRNSW,fire-extinguisher,#FF0000,{},0
1119,0150011,500 Tingira Heights,FRNSW,fire-extinguisher,#FF0000,{},0
1120,0150511,505 Wyong,FRNSW,fire-extinguisher,#FF0000,{},0
1121,0150911,509 Wyoming,FRNSW,fire-extinguisher,#FF0000,{},0
56,0180008,Cumberland Broadcast Message,RFS,fire-alt,orange,{},0
57,0180042,Cumberland - Wallacia Brigade,RFS,fire-alt,orange,{},0
58,0180184,Cumberland - Eastern Creek Brigade,RFS,fire-alt,orange,{},0
59,0180192,Cumberland - Plumpton Brigade,RFS,fire-alt,orange,{},0
60,0180200,Cumberland - Shanes Park Brigade,RFS,fire-alt,orange,{},0
61,0180208,Cumberland - Marsden Park Brigade,RFS,fire-alt,orange,{},0
62,0180216,Cumberland - Horsley Park Brigade,RFS,fire-alt,orange,{},0
63,0180224,Cumberland - Schofields Brigade,RFS,fire-alt,orange,{},0
64,0180240,Cumberland Duty Officer,RFS,fire-alt,orange,{},0
65,0180627,Cumberland Comms Support Unit,RFS,fire-alt,orange,{},0
66,0200104,Canobolas - Unknown??,RFS,fire-alt,orange,{},0
67,0200200,Canobolas - Unknown??,RFS,fire-alt,orange,{},0
68,0200232,Canobolas - Carcoar Brigade,RFS,fire-alt,orange,{},0
69,0200240,Canobolas - Lidster Brigade,RFS,fire-alt,orange,{},0
70,0200288,Canobolas - Millthorpe Brigade,RFS,fire-alt,orange,{},0
71,0209000,Canobolas - Blayney Brigade,RFS,fire-alt,orange,{},0
72,0210000,Blue Mountains Broadcast Message,RFS,fire-alt,orange,{},0
73,0210008,Blue Mountains FCO1,RFS,fire-alt,orange,{},0
74,0210016,Blue Mountains FCO2,RFS,fire-alt,orange,{},0
75,0210032,Blue Mountains FCO4,RFS,fire-alt,orange,{},0
76,0210040,Blue Mountains FCO5,RFS,fire-alt,orange,{},0
77,0210048,Blue Mountains Ops Support,RFS,fire-alt,orange,{},0
78,0210056,Blue Mountains Duty Officer,RFS,fire-alt,orange,{},0
79,0210120,Blue Mountains First Responders,RFS,fire-alt,orange,{},0
80,0210160,Blue Mountains Group Support Comms,RFS,fire-alt,orange,{},0
81,0210168,Blue Mountains Group Leader,RFS,fire-alt,orange,{},0
82,0210176,Blue Mountains Group Mechanic,RFS,fire-alt,orange,{},0
83,0210192,Blue Mountains Blue Mountains GSB,RFS,fire-alt,orange,{},0
84,0210216,Blue Mountains Central 1,RFS,fire-alt,orange,{},0
85,0210224,Blue Mountains Central 2,RFS,fire-alt,orange,{},0
86,0210232,Blue Mountains Central 3,RFS,fire-alt,orange,{},0
87,0210240,Blue Mountains East 1,RFS,fire-alt,orange,{},0
88,0210248,Blue Mountains East 2,RFS,fire-alt,orange,{},0
89,0210256,Blue Mountains East 3,RFS,fire-alt,orange,{},0
90,0210264,Blue Mountains West 1,RFS,fire-alt,orange,{},0
91,0210272,Blue Mountains West 2,RFS,fire-alt,orange,{},0
92,0210280,Blue Mountains West 3,RFS,fire-alt,orange,{},0
93,0210288,Blue Mountains - Bell Brigade Captain,RFS,fire-alt,orange,{},0
94,0210296,Blue Mountains - Bell Brigade,RFS,fire-alt,orange,{},0
95,0210304,Blue Mountains - Blaxland Brigade Captain,RFS,fire-alt,orange,{},0
96,0210312,Blue Mountains - Blaxland Brigade,RFS,fire-alt,orange,{},0
97,0210320,Blue Mountains - Bullaburra Brigade Captain,RFS,fire-alt,orange,{},0
98,0210328,Blue Mountains - Bullaburra Brigade,RFS,fire-alt,orange,{},0
99,0210336,Blue Mountains - Faulconbridge Brigade Captain,RFS,fire-alt,orange,{},0
1052,0210344,Blue Mountains - Faulconbridge Brigade,RFS,fire-alt,orange,{},0
101,0210352,Blue Mountains - Glenbrook/Lapstone Brigade Captain,RFS,fire-alt,orange,{},0
102,0210360,Blue Mountains - Glenbrook/Lapstone Brigade,RFS,fire-alt,orange,{},0
103,0210368,Blue Mountains - Hazelbrook Brigade Captain,RFS,fire-alt,orange,{},0
104,0210376,Blue Mountains - Hazelbrook Brigade,RFS,fire-alt,orange,{},0
105,0210384,Blue Mountains - South Katoomba Brigade Captain,RFS,fire-alt,orange,{},0
106,0210392,Blue Mountains - South Katoomba Brigade,RFS,fire-alt,orange,{},0
107,0210416,Blue Mountains - Katoomba/Leura Brigade Captain,RFS,fire-alt,orange,{},0
108,0210424,Blue Mountains - Katoomba/Leura Brigade,RFS,fire-alt,orange,{},0
109,0210432,Blue Mountains - Lawson Brigade Captain,RFS,fire-alt,orange,{},0
110,0210440,Blue Mountains - Lawson Brigade,RFS,fire-alt,orange,{},0
111,0210448,Blue Mountains - Linden Brigade Captain,RFS,fire-alt,orange,{},0
112,0210456,Blue Mountains - Linden Brigade,RFS,fire-alt,orange,{},0
113,0210464,Blue Mountains - Medlow Bath Brigade Captain,RFS,fire-alt,orange,{},0
114,0210472,Blue Mountains - Medlow Bath Brigade,RFS,fire-alt,orange,{},0
115,0210480,Blue Mountains - Mt Riverview Brigade Captain,RFS,fire-alt,orange,{},0
116,0210488,Blue Mountains - Mount Riverview Brigade,RFS,fire-alt,orange,{},0
117,0210496,Blue Mountains - Mt Tomah Brigade Captain,RFS,fire-alt,orange,{},0
118,0210504,Blue Mountains - Mt Tomah Brigade,RFS,fire-alt,orange,{},0
119,0210512,Blue Mountains - orangeheath/Mt Victoria Brigade Captain,RFS,fire-alt,orange,{},0
120,0210520,Blue Mountains - orangeheath/Mt Victoria Brigade,RFS,fire-alt,orange,{},0
121,0210528,Blue Mountains - Mt Wilson/Mt Irvine Brigade Captain,RFS,fire-alt,orange,{},0
122,0210536,Blue Mountains - Mt Wilson/Mt Irvine Brigade,RFS,fire-alt,orange,{},0
123,0210544,Blue Mountains - Shipley Brigade Captain,RFS,fire-alt,orange,{},0
124,0210552,Blue Mountains - Shipley Brigade,RFS,fire-alt,orange,{},0
125,0210560,Blue Mountains - Valley Heights Brigade Captain,RFS,fire-alt,orange,{},0
126,0210568,Blue Mountains - Valley Heights Brigade,RFS,fire-alt,orange,{},0
127,0210576,Blue Mountains - Warrimoo Brigade Captain,RFS,fire-alt,orange,{},0
128,0210584,Blue Mountains - Warrimoo Brigade,RFS,fire-alt,orange,{},0
129,0210592,Blue Mountains - Wentworth Falls Brigade Captain,RFS,fire-alt,orange,{},0
130,0210600,Blue Mountains - Wentworth Falls Brigade,RFS,fire-alt,orange,{},0
131,0210608,Blue Mountains - Winmalee Brigade Captain,RFS,fire-alt,orange,{},0
132,0210616,Blue Mountains - Winmalee Brigade,RFS,fire-alt,orange,{},0
133,0210624,Blue Mountains - Woodford Brigade Captain,RFS,fire-alt,orange,{},0
134,0210632,Blue Mountains - Woodford Brigade,RFS,fire-alt,orange,{},0
135,0210640,Blue Mountains - Megalong Valley Brigade Captain,RFS,fire-alt,orange,{},0
136,0210648,Blue Mountains - Megalong Valley Brigade,RFS,fire-alt,orange,{},0
137,0212000,Blue Mountains Central Sector GO,RFS,fire-alt,orange,{},0
138,0213000,Blue Mountains East Sector GO,RFS,fire-alt,orange,{},0
139,0214000,Blue Mountains West Sector GO,RFS,fire-alt,orange,{},0
140,0215000,Blue Mountains Captains Message,RFS,fire-alt,orange,{},0
1151,0218000,Blue Mountains,SES,medkit,orange,{},0
141,0280008,Macarthur Broadcast Message,RFS,fire-alt,orange,{},0
142,0280016,Macarthur - Camden West Brigade,RFS,fire-alt,orange,{},0
143,0280112,Macarthur - Catherine Field Brigade,RFS,fire-alt,orange,{},0
144,0280200,Macarthur - Cobbitty Brigade,RFS,fire-alt,orange,{},0
145,0280352,Macarthur Catering Support Unit,RFS,fire-alt,orange,{},0
146,0280360,Macarthur Catering Support Unit,RFS,fire-alt,orange,{},0
147,0280440,Macarthur - Narellan Brigade,RFS,fire-alt,orange,{},0
148,0280688,Macarthur - Leppington Brigade,RFS,fire-alt,orange,{},0
1142,0280872,Macarthur - Unknown??,RFS,fire-alt,orange,{},0
149,0280920,Macarthur Comms Support Unit,RFS,fire-alt,orange,{},0
150,0290016,Macarthur - Varroville Brigade,RFS,fire-alt,orange,{},0
151,0290032,Macarthur - Minto Heights Brigade,RFS,fire-alt,orange,{},0
152,0290040,Macarthur - Kentlyn Brigade,RFS,fire-alt,orange,{},0
153,0290048,Macarthur - Lynwood Park Brigade,RFS,fire-alt,orange,{},0
154,0290056,Macarthur - Wedderburn Brigade,RFS,fire-alt,orange,{},0
155,0290064,Macarthur - Menangle Park Brigade,RFS,fire-alt,orange,{},0
156,0290232,Macarthur Group 2,RFS,fire-alt,orange,{},0
1152,0420624,Clarence Valley - Dilkoon Brigade,RFS,fire-alt,orange,{},0
1153,0420656,Clarence Valley - Trenayr Brigade,RFS,fire-alt,orange,{},0
157,0440160,Canobolas - Torrington Brigade,RFS,fire-alt,orange,{},0
158,0440168,Canobolas - Woodstock Brigade,RFS,fire-alt,orange,{},0
159,0440664,Canobolas - Koorawatha Brigade,RFS,fire-alt,orange,{},0
160,0440672,Canobolas - Morongla-Cucumgilliga Brigade,RFS,fire-alt,orange,{},0
161,0440680,Canobolas - Neila Brigade,RFS,fire-alt,orange,{},0
162,0440696,Canobolas - Waugoola Brigade,RFS,fire-alt,orange,{},0
163,0440760,Canobolas - Darbys Falls Brigade,RFS,fire-alt,orange,{},0
164,0440776,Canobolas - Torrington Brigade,RFS,fire-alt,orange,{},0
165,0440784,Canobolas - Orange Brigade,RFS,fire-alt,orange,{},0
166,0440800,Canobolas - Woodstock Brigade,RFS,fire-alt,orange,{},0
167,0442000,Canobolas - Unknown??,RFS,fire-alt,orange,{},0
168,0449000,Canobolas - Cowra Brigade,RFS,fire-alt,orange,{},0
169,0480112,Orana - Dubbo Duty Officer,RFS,fire-alt,orange,{},0
170,0480128,Orana - Dubbo Brigade,RFS,fire-alt,orange,{},0
171,0480136,Orana - Dubbo Brigade,RFS,fire-alt,orange,{},0
172,0480200,Orana - Ballimore Brigade,RFS,fire-alt,orange,{},0
173,0480203,Orana - Ballimore Brigade,RFS,fire-alt,orange,{},0
174,0480216,Orana - Unknown??,RFS,fire-alt,orange,{},0
175,0480218,Orana - Unknown??,RFS,fire-alt,orange,{},0
176,0480283,Orana - Dubbo Brigade,RFS,fire-alt,orange,{},0
177,0520008,Chifley Lithgow - Chifley Manager,RFS,fire-alt,orange,{},0
178,0520024,Chifley Lithgow - Chifley OPS Officer,RFS,fire-alt,orange,{},0
179,0520032,Chifley Lithgow - Chifley OPS Sup Officer,RFS,fire-alt,orange,{},0
180,0520040,Chifley Lithgow - Chifley Business Officer,RFS,fire-alt,orange,{},0
181,0520048,Chifley Lithgow - Chifley Fire Mit Officer,RFS,fire-alt,orange,{},0
182,0520056,Chifley Lithgow - Chifley Comm Safety Officer,RFS,fire-alt,orange,{},0
183,0520064,Chifley Lithgow - Chifley Duty Officer,RFS,fire-alt,orange,{},0
184,0520072,Chifley Lithgow - Chifley Admin 1,RFS,fire-alt,orange,{},0
185,0520080,Chifley Lithgow - Chifley Admin 2,RFS,fire-alt,orange,{},0
186,0520104,Chifley Lithgow - Chifley Group 1 Officer,RFS,fire-alt,orange,{},0
187,0520112,Chifley Lithgow - Chifley Group 2 Officer,RFS,fire-alt,orange,{},0
188,0520120,Chifley Lithgow - Chifley Group 3 Officer,RFS,fire-alt,orange,{},0
189,0520128,Chifley Lithgow - Chifley Group 4 Officer,RFS,fire-alt,orange,{},0
190,0520136,Chifley Lithgow - Chifley Group 5 Officer,RFS,fire-alt,orange,{},0
191,0520144,Chifley Lithgow - Chifley Group 6 Officer,RFS,fire-alt,orange,{},0
192,0520152,Chifley Lithgow - Chifley Support Group,RFS,fire-alt,orange,{},0
193,0520160,Chifley Lithgow - Arkell Brigade Captain,RFS,fire-alt,orange,{},0
194,0520168,Chifley Lithgow - Arkell Brigade,RFS,fire-alt,orange,{},0
195,0520200,Chifley Lithgow - Chifley Support Group Manager,RFS,fire-alt,orange,{},0
196,0520208,Chifley Lithgow - Bruinbun Brigade Captain,RFS,fire-alt,orange,{},0
197,0520216,Chifley Lithgow - Bruinbun Brigade,RFS,fire-alt,orange,{},0
198,0520224,Chifley Lithgow - Duramana Brigade Captain,RFS,fire-alt,orange,{},0
199,0520232,Chifley Lithgow - Duramana Brigade,RFS,fire-alt,orange,{},0
200,0520240,Chifley Lithgow - Eglington Brigade Captain,RFS,fire-alt,orange,{},0
201,0520248,Chifley Lithgow - Eglington Brigade,RFS,fire-alt,orange,{},0
202,0520256,Chifley Lithgow - Fitzgerald Valley Brigade Captain,RFS,fire-alt,orange,{},0
203,0520264,Chifley Lithgow - Fitzgerald Valley Brigade,RFS,fire-alt,orange,{},0
204,0520272,Chifley Lithgow - Freemantle Brigade Captain,RFS,fire-alt,orange,{},0
205,0520280,Chifley Lithgow - Freemantle Brigade,RFS,fire-alt,orange,{},0
206,0520288,Chifley Lithgow - Glanmire-Walang Brigade Captain,RFS,fire-alt,orange,{},0
207,0520296,Chifley Lithgow - Glanmire-Walang Brigade,RFS,fire-alt,orange,{},0
208,0520304,Chifley Lithgow - Hill End Brigade Captain,RFS,fire-alt,orange,{},0
209,0520312,Chifley Lithgow - Hill End Brigade,RFS,fire-alt,orange,{},0
210,0520338,Chifley Lithgow - Peel Brigade Captain,RFS,fire-alt,orange,{},0
211,0520344,Chifley Lithgow - Peel Brigade,RFS,fire-alt,orange,{},0
212,0520352,Chifley Lithgow - Perthville Brigade Captain,RFS,fire-alt,orange,{},0
213,0520360,Chifley Lithgow - Perthville Brigade,RFS,fire-alt,orange,{},0
214,0520368,Chifley Lithgow - Raglan Brigade Captain,RFS,fire-alt,orange,{},0
215,0520376,Chifley Lithgow - Raglan Brigade,RFS,fire-alt,orange,{},0
216,0520384,Chifley Lithgow - Rock Forest-Vittoria Brigade Captain,RFS,fire-alt,orange,{},0
217,0520392,Chifley Lithgow - Rock Forest-Vittoria Brigade,RFS,fire-alt,orange,{},0
218,0520400,Chifley Lithgow - Rockley Brigade Captain,RFS,fire-alt,orange,{},0
219,0520408,Chifley Lithgow - Rockley Brigade,RFS,fire-alt,orange,{},0
220,0520416,Chifley Lithgow - Sally's Flat Brigade Captain,RFS,fire-alt,orange,{},0
221,0520424,Chifley Lithgow - Sally's Flat Brigade,RFS,fire-alt,orange,{},0
222,0520448,Chifley Lithgow - Triangle Flat Brigade Captain,RFS,fire-alt,orange,{},0
223,0520456,Chifley Lithgow - Turondale Brigade Captain,RFS,fire-alt,orange,{},0
224,0520472,Chifley Lithgow - Turondale Brigade,RFS,fire-alt,orange,{},0
225,0520480,Chifley Lithgow - Wattle Flat Brigade Captain,RFS,fire-alt,orange,{},0
226,0520488,Chifley Lithgow - Wattle Flat Brigade,RFS,fire-alt,orange,{},0
227,0520496,Chifley Lithgow - Yetholme Brigade Captain,RFS,fire-alt,orange,{},0
228,0520504,Chifley Lithgow - Yetholme Brigade,RFS,fire-alt,orange,{},0
229,0520512,Chifley Lithgow - Chifley Senior Group Officer,RFS,fire-alt,orange,{},0
230,0520520,Chifley Lithgow - Chifley Group 7 Officer,RFS,fire-alt,orange,{},0
231,0520528,Chifley Lithgow - Chifley Group 8 Officer,RFS,fire-alt,orange,{},0
232,0521000,Chifley Lithgow - Chifley Admin Group,RFS,fire-alt,orange,{},0
233,0523000,Chifley Lithgow - Chifley Group Officer Group,RFS,fire-alt,orange,{},0
234,0523008,Chifley Lithgow - Bathurst HQ Brigade Captain,RFS,fire-alt,orange,{},0
235,0523016,Chifley Lithgow - Trunkey Brigade,RFS,fire-alt,orange,{},0
236,0523024,Chifley Lithgow - Trunkey Brigade Captain,RFS,fire-alt,orange,{},0
237,0524000,Chifley Lithgow - Chifley Duty Officer Bathurst,RFS,fire-alt,orange,{},0
238,0524008,Chifley Lithgow - Chifley Duty Officer Oberon,RFS,fire-alt,orange,{},0
239,0540000,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
240,0540152,Mid Lachlan Valley - Forbes Air Base Ops,RFS,fire-alt,orange,{},0
241,0540248,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
242,0540272,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
243,0540280,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
244,0540304,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
245,0540392,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
246,0540424,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
247,0549016,Gooloogong SES,SES,exclamation-triangle,yellow,{},0
248,0560000,Mid Coast Broadcast Message,RFS,fire-alt,orange,{},0
249,0560016,Mid Coast - Gloucester Duty Officer,RFS,fire-alt,orange,{},0
250,0560080,Mid Coast - Barrington Brigade,RFS,fire-alt,orange,{},0
251,0560120,Mid Coast - Bundook Brigade,RFS,fire-alt,orange,{},0
252,0560128,Mid Coast - Bundook Brigade,RFS,fire-alt,orange,{},0
253,0560136,Mid Coast - Gloucester Duty Officer,RFS,fire-alt,orange,{},0
254,0560168,Mid Coast - Gangat Brigade Captain,RFS,fire-alt,orange,{},0
255,0560176,Mid Coast - Gangat Brigade,RFS,fire-alt,orange,{},0
256,0560184,Mid Coast - Gloucester Brigade Captain,RFS,fire-alt,orange,{},0
257,0560192,Mid Coast - Gloucester Brigade,RFS,fire-alt,orange,{},0
258,0560208,Mid Coast - Gloucester Rivers,RFS,fire-alt,orange,{},0
259,0560240,Mid Coast - Rookhurst Brigade,RFS,fire-alt,orange,{},0
260,0560248,Mid Coast - Avon Brigade Captain,RFS,fire-alt,orange,{},0
261,0560256,Mid Coast - Avon Brigade,RFS,fire-alt,orange,{},0
262,0560272,Mid Coast - Tibbuc Brigade,RFS,fire-alt,orange,{},0
263,0560361,Gloucester/Stroud SES,SES,medkit,orange,{},0
264,0570000,Central Coast Broadcast Message,RFS,fire-alt,orange,{},0
265,0570008,Central Coast FCO1,RFS,fire-alt,orange,{},0
266,0570016,Central Coast FCO2,RFS,fire-alt,orange,{},0
267,0570032,Central Coast FCO4,RFS,fire-alt,orange,{},0
268,0570064,Central Coast Group 3,RFS,fire-alt,orange,{},0
269,0570072,Central Coast Group 4,RFS,fire-alt,orange,{},0
270,0570080,Central Coast Group 5,RFS,fire-alt,orange,{},0
271,0570104,Central Coast - Avoca Brigade Captain,RFS,fire-alt,orange,{},0
272,0570112,Central Coast - Avoca Brigade,RFS,fire-alt,orange,{},0
273,0570120,Central Coast - Copacabana Brigade Captain,RFS,fire-alt,orange,{},0
274,0570128,Central Coast - Copacabana Brigade,RFS,fire-alt,orange,{},0
275,0570144,Central Coast - Brisbane Waters Brigade,RFS,fire-alt,orange,{},0
276,0570152,Central Coast - Empire Bay Brigade Captain,RFS,fire-alt,orange,{},0
277,0570160,Central Coast - Empire Bay Brigade,RFS,fire-alt,orange,{},0
278,0570168,Central Coast Bulk Water Support Unit,RFS,fire-alt,orange,{},0
279,0570176,Central Coast - Kariong Brigade,RFS,fire-alt,orange,{},0
280,0570184,Central Coast - Killcare Brigade Captain,RFS,fire-alt,orange,{},0
281,0570192,Central Coast - Killcare Brigade,RFS,fire-alt,orange,{},0
282,0570200,Central Coast - MacMasters Brigade Captain,RFS,fire-alt,orange,{},0
283,0570208,Central Coast - MacMasters Brigade,RFS,fire-alt,orange,{},0
284,0570224,Central Coast - Mangrove Mountain Brigade,RFS,fire-alt,orange,{},0
285,0570240,Central Coast - Matcham/Holgate Brigade,RFS,fire-alt,orange,{},0
286,0570256,Central Coast - Mooney Brigade,RFS,fire-alt,orange,{},0
287,0570272,Central Coast Trail Bike Support Unit,RFS,fire-alt,orange,{},0
288,0570280,Central Coast - Calga/Mount White Brigade Captain,RFS,fire-alt,orange,{},0
289,0570288,Central Coast - Calga/Mount White Brigade,RFS,fire-alt,orange,{},0
290,0570304,Central Coast - Narara Brigade,RFS,fire-alt,orange,{},0
291,0570320,Central Coast - Patonga Brigade,RFS,fire-alt,orange,{},0
292,0570336,Central Coast - Pearl Beach Brigade,RFS,fire-alt,orange,{},0
293,0570352,Central Coast - Somersby Brigade,RFS,fire-alt,orange,{},0
294,0570368,Central Coast - Spencer Brigade,RFS,fire-alt,orange,{},0
295,0570384,Central Coast - The Bays Brigade,RFS,fire-alt,orange,{},0
296,0570400,Central Coast - Bar Point Brigade,RFS,fire-alt,orange,{},0
297,0570416,Central Coast - Wamberal Brigade,RFS,fire-alt,orange,{},0
298,0570432,Central Coast - Wendoree Park Brigade,RFS,fire-alt,orange,{},0
299,0570440,Central Coast Bulk Water Support Unit,RFS,fire-alt,orange,{},0
300,0570448,Central Coast Air Support Unit,RFS,fire-alt,orange,{},0
301,0570464,Central Coast Catering Support Unit,RFS,fire-alt,orange,{},0
302,0570472,Central Coast Comms Support Unit Supervisors,RFS,fire-alt,orange,{},0
303,0570480,Central Coast Comms Support Unit,RFS,fire-alt,orange,{},0
304,0570496,Central Coast - Brisbane Waters Brigade,RFS,fire-alt,orange,{},0
305,0570504,Central Coast Operational Support Unit,RFS,fire-alt,orange,{},0
306,0570512,Central Coast Bulk Water Support Unit,RFS,fire-alt,orange,{},0
307,0570520,Central Coast DO,RFS,fire-alt,orange,{},0
308,0570528,Central Coast Radio Tech,RFS,fire-alt,orange,{},0
309,0570560,Central Coast Group 9,RFS,fire-alt,orange,{},0
310,0570572,Central Coast Bulk Water Support Unit,RFS,fire-alt,orange,{},0
311,0570608,Central Coast Group 13,RFS,fire-alt,orange,{},0
312,0570616,Central Coast Group 14,RFS,fire-alt,orange,{},0
313,0572000,Central Coast Group Officers,RFS,fire-alt,orange,{},0
314,0574000,Central Coast Group Officers,RFS,fire-alt,orange,{},0
315,0590000,Mid Coast Broadcast Message,RFS,fire-alt,orange,{},0
316,0590032,Mid Coast - Limeburners Creek Brigade Captain,RFS,fire-alt,orange,{},0
317,0590072,Mid Coast - Booral Brigade,RFS,fire-alt,orange,{},0
318,0590080,Mid Coast - Bulahdelah Brigade Captain,RFS,fire-alt,orange,{},0
319,0590088,Mid Coast - Bulahdelah Brigade,RFS,fire-alt,orange,{},0
320,0590104,Mid Coast - Bungwahl Brigade,RFS,fire-alt,orange,{},0
321,0590136,Mid Coast - Coolongolook Brigade,RFS,fire-alt,orange,{},0
322,0590152,Mid Coast - Coomba Park Brigade,RFS,fire-alt,orange,{},0
323,0590168,Mid Coast - Girvan Brigade,RFS,fire-alt,orange,{},0
324,0590184,Mid Coast - Green Point Brigade,RFS,fire-alt,orange,{},0
325,0590200,Mid Coast - Forster/Tuncurry Brigade,RFS,fire-alt,orange,{},0
326,0590216,Mid Coast - Limeburners Creek Brigade,RFS,fire-alt,orange,{},0
327,0590232,Mid Coast - Bulahdelah Brigade,RFS,fire-alt,orange,{},0
328,0590240,Mid Coast - Minimbah Brigade Captain,RFS,fire-alt,orange,{},0
329,0590248,Mid Coast - Minimbah Brigade,RFS,fire-alt,orange,{},0
330,0590296,Mid Coast - North Arm Cove Brigade,RFS,fire-alt,orange,{},0
331,0590312,Mid Coast - Pacific Palms Brigade,RFS,fire-alt,orange,{},0
332,0590344,Mid Coast - Stroud Brigade,RFS,fire-alt,orange,{},0
333,0590360,Mid Coast - Stroud Road Brigade,RFS,fire-alt,orange,{},0
334,0590368,Mid Coast - Forster/Tuncurry Brigade,RFS,fire-alt,orange,{},0
335,0590376,Mid Coast - Pindimar/Tea Gardens Brigade,RFS,fire-alt,orange,{},0
336,0590384,Mid Coast - Wards River Brigade Captain,RFS,fire-alt,orange,{},0
337,0590392,Mid Coast - Wards River Brigade,RFS,fire-alt,orange,{},0
338,0590408,Mid Coast - Wootton Brigade,RFS,fire-alt,orange,{},0
339,0590430,Mid Coast Duty Officer,RFS,fire-alt,orange,{},0
340,0590448,Mid Coast Group 3 South,RFS,fire-alt,orange,{},0
341,0590456,Mid Coast Group 1 South,RFS,fire-alt,orange,{},0
342,0600000,Chifley Lithgow - Lithgow Broadcast Message,RFS,fire-alt,orange,{},0
