id,address,alias,agency,icon,color,pluginconf,ignore
343,0600008,Chifley Lithgow - Lithgow FCO,RFS,fire-alt,orange,{},0
344,0600032,Chifley Lithgow - Senior Group,RFS,fire-alt,orange,{},0
345,0600040,Chifley Lithgow - Lithgow Group North,RFS,fire-alt,orange,{},0
346,0600048,Chifley Lithgow - Lithgow Group East,RFS,fire-alt,orange,{},0
347,0600056,Chifley Lithgow - Lithgow Group South,RFS,fire-alt,orange,{},0
348,0600064,Chifley Lithgow - Lithgow Group West,RFS,fire-alt,orange,{},0
349,0600072,Chifley Lithgow - Lithgow Comms Support Unit Captain,RFS,fire-alt,orange,{},0
350,0600080,Chifley Lithgow - Lithgow Comms Support Unit,RFS,fire-alt,orange,{},0
351,0600088,Chifley Lithgow - Capertee Brigade Captain,RFS,fire-alt,orange,{},0
352,0600096,Chifley Lithgow - Capertee Brigade,RFS,fire-alt,orange,{},0
353,0600104,Chifley Lithgow - Clarence Dargan Brigade Captain,RFS,fire-alt,orange,{},0
354,0600112,Chifley Lithgow - Clarence Dargan Brigade,RFS,fire-alt,orange,{},0
355,0600120,Chifley Lithgow - Cullen Bullen Brigade Captain,RFS,fire-alt,orange,{},0
356,0600128,Chifley Lithgow - Cullen Bullen Brigade,RFS,fire-alt,orange,{},0
357,0600136,Chifley Lithgow - Dark Corner Brigade Captain,RFS,fire-alt,orange,{},0
358,0600144,Chifley Lithgow - Dark Corner Brigade,RFS,fire-alt,orange,{},0
359,0600152,Chifley Lithgow - Glen Alice Brigade Captain,RFS,fire-alt,orange,{},0
360,0600160,Chifley Lithgow - Glen Alice Brigade,RFS,fire-alt,orange,{},0
361,0600168,Chifley Lithgow - Lowther Hampton Brigade Captain,RFS,fire-alt,orange,{},0
362,0600176,Chifley Lithgow - Lowther Hampton Brigade,RFS,fire-alt,orange,{},0
363,0600184,Chifley Lithgow - Hartley Brigade Captain,RFS,fire-alt,orange,{},0
364,0600192,Chifley Lithgow - Hartley Brigade,RFS,fire-alt,orange,{},0
365,0600200,Chifley Lithgow - Kanimbla Brigade Captain,RFS,fire-alt,orange,{},0
366,0600208,Chifley Lithgow - Kanimbla Brigade,RFS,fire-alt,orange,{},0
367,0600216,Chifley Lithgow - Marrangaroo Brigade Captain,RFS,fire-alt,orange,{},0
368,0600224,Chifley Lithgow - Marrangaroo Brigade,RFS,fire-alt,orange,{},0
369,0600232,Chifley Lithgow - Meadow Flat Brigade Captain,RFS,fire-alt,orange,{},0
370,0600240,Chifley Lithgow - Meadow Flat Brigade,RFS,fire-alt,orange,{},0
371,0600248,Chifley Lithgow - Palmers Oakey Brigade Captain,RFS,fire-alt,orange,{},0
372,0600256,Chifley Lithgow - Palmers Oakey Brigade,RFS,fire-alt,orange,{},0
373,0600264,Chifley Lithgow - Portland Brigade Captain,RFS,fire-alt,orange,{},0
374,0600272,Chifley Lithgow - Portland Brigade,RFS,fire-alt,orange,{},0
375,0600280,Chifley Lithgow - Rydal Brigade Captain,RFS,fire-alt,orange,{},0
376,0600288,Chifley Lithgow - Rydal Brigade,RFS,fire-alt,orange,{},0
377,0600296,Chifley Lithgow - South Bowenfels Brigade Captain,RFS,fire-alt,orange,{},0
378,0600304,Chifley Lithgow - South Bowenfels Brigade,RFS,fire-alt,orange,{},0
379,0600312,Chifley Lithgow - Sunny Corner Brigade Captain,RFS,fire-alt,orange,{},0
380,0600320,Chifley Lithgow - Sunny Corner Brigade,RFS,fire-alt,orange,{},0
381,0600344,Chifley Lithgow - Wallerawang Brigade Captain,RFS,fire-alt,orange,{},0
382,0600352,Chifley Lithgow - Wallerawang Brigade,RFS,fire-alt,orange,{},0
383,0600360,Chifley Lithgow - Lithgow Group Central,RFS,fire-alt,orange,{},0
384,0601000,Chifley Lithgow - Lithgow Admin Group,RFS,fire-alt,orange,{},0
385,0602000,Chifley Lithgow - Lithgow Brigade Captains Group,RFS,fire-alt,orange,{},0
386,0602008,Chifley Lithgow - Tarana Brigade,RFS,fire-alt,orange,{},0
387,0602016,Chifley Lithgow - Tarana Brigade Captain,RFS,fire-alt,orange,{},0
388,0602024,Chifley Lithgow - Lithgow Admin,RFS,fire-alt,orange,{},0
389,0604000,Chifley Lithgow - Lithgow All Group Capt,RFS,fire-alt,orange,{},0
390,0604008,Chifley Lithgow - Lithgow Duty Officer,RFS,fire-alt,orange,{},0
391,0610000,Mid Coast Broadcast Message,RFS,fire-alt,orange,{},0
392,0610040,Mid Coast Comms Support Unit,RFS,fire-alt,orange,{},0
393,0610088,Mid Coast - Burrell Creek Brigade,RFS,fire-alt,orange,{},0
394,0610104,Mid Coast - Coopernook Brigade,RFS,fire-alt,orange,{},0
395,0610120,Mid Coast - Diamond Beach Brigade,RFS,fire-alt,orange,{},0
396,0610136,Mid Coast - Firefly Brigade,RFS,fire-alt,orange,{},0
397,0610152,Mid Coast - Hannam Vale Brigade,RFS,fire-alt,orange,{},0
398,0610168,Mid Coast - Harrington Brigade,RFS,fire-alt,orange,{},0
399,0610184,Mid Coast - Johns River Brigade,RFS,fire-alt,orange,{},0
400,0610200,Mid Coast - Killabakh Brigade,RFS,fire-alt,orange,{},0
401,0610216,Mid Coast - Krambach Brigade,RFS,fire-alt,orange,{},0
402,0610232,Mid Coast - Kundle/Moto Brigade,RFS,fire-alt,orange,{},0
403,0610240,Mid Coast - Lansdowne Brigade Captain,RFS,fire-alt,orange,{},0
404,0610248,Mid Coast - Lansdowne Brigade,RFS,fire-alt,orange,{},0
405,0610264,Mid Coast - Marlee Brigade,RFS,fire-alt,orange,{},0
406,0610280,Mid Coast - Mitchells Island Brigade,RFS,fire-alt,orange,{},0
407,0610312,Mid Coast - Mt George Brigade,RFS,fire-alt,orange,{},0
408,0610328,Mid Coast - Nabiac Brigade,RFS,fire-alt,orange,{},0
409,0610344,Mid Coast - Old Bar Brigade,RFS,fire-alt,orange,{},0
410,0610360,Mid Coast - Rainbow Flat Brigade,RFS,fire-alt,orange,{},0
411,0610376,Mid Coast - Taree Brigade,RFS,fire-alt,orange,{},0
412,0610392,Mid Coast - Tinonee Brigade,RFS,fire-alt,orange,{},0
413,0610404,Mid Coast - Coopernook Brigade,RFS,fire-alt,orange,{},0
414,0610408,Mid Coast - Wallaby Joe Brigade,RFS,fire-alt,orange,{},0
415,0610424,Mid Coast - Wherrol Flat Brigade,RFS,fire-alt,orange,{},0
416,0610432,Mid Coast RDO,RFS,fire-alt,orange,{},0
417,0610520,Mid Coast Group 5 South,RFS,fire-alt,orange,{},0
418,0610608,Mid Coast - Moorland Brigade,RFS,fire-alt,orange,{},0
419,0619008,Mid Coast - Nabiac Brigade,RFS,fire-alt,orange,{},0
420,0680068,Mid Coast Comms Support Unit,RFS,fire-alt,orange,{},0
421,0680080,Mid Coast Comms Support Unit,RFS,fire-alt,orange,{},0
422,0680096,Mid Coast - Beechwood Brigade,RFS,fire-alt,orange,{},0
423,0680112,Mid Coast - Bellangry Brigade,RFS,fire-alt,orange,{},0
424,0680144,Mid Coast - Bonny Hills Brigade,RFS,fire-alt,orange,{},0
425,0680160,Mid Coast - Byabarra Brigade,RFS,fire-alt,orange,{},0
426,0680176,Mid Coast - Camden Haven Brigade,RFS,fire-alt,orange,{},0
427,0680192,Mid Coast - Comboyne Brigade,RFS,fire-alt,orange,{},0
428,0680208,Mid Coast - Wauchope Hastings HQ Brigade,RFS,fire-alt,orange,{},0
429,0680224,Mid Coast - Hollisdale Brigade,RFS,fire-alt,orange,{},0
430,0680240,Mid Coast - Huntingdon Brigade,RFS,fire-alt,orange,{},0
431,0680264,Mid Coast - King Creek Brigade Captain,RFS,fire-alt,orange,{},0
432,0680272,Mid Coast - King Creek Brigade,RFS,fire-alt,orange,{},0
433,0680288,Mid Coast - Lake Cathie Brigade,RFS,fire-alt,orange,{},0
434,0680304,Mid Coast - Lake Innes Brigade,RFS,fire-alt,orange,{},0
435,0680320,Mid Coast - Long Flat/Ellenborough Brigade,RFS,fire-alt,orange,{},0
436,0680336,Mid Coast - Lorne Brigade,RFS,fire-alt,orange,{},0
437,0680352,Mid Coast - North Shore Brigade,RFS,fire-alt,orange,{},0
438,0680368,Mid Coast - Pappinbarra Brigade,RFS,fire-alt,orange,{},0
439,0680384,Mid Coast - Pembrooke Brigade,RFS,fire-alt,orange,{},0
440,0680416,Mid Coast - Rollins Planes Brigade,RFS,fire-alt,orange,{},0
441,0680432,Mid Coast - Sancrox/Thrumster Brigade,RFS,fire-alt,orange,{},0
442,0680448,Mid Coast - Telegraph Point Brigade,RFS,fire-alt,orange,{},0
443,0680512,Mid Coast Group 1,RFS,fire-alt,orange,{},0
444,0680560,Marine Rescue - Port Macquarie Marine Rescue,RFS,fire-alt,orange,{},0
445,0685008,Camden Haven SES,SES,medkit,orange,{},0
446,0685016,Port Macquarie/Hastings SES,SES,medkit,orange,{},0
447,0690016,Hawkesbury FCO2,RFS,fire-alt,orange,{},0
448,0690024,Hawkesbury FCO4,RFS,fire-alt,orange,{},0
449,0690032,Hawkesbury FCO5,RFS,fire-alt,orange,{},0
450,0690048,Hawkesbury - Bilpin Brigade,RFS,fire-alt,orange,{},0
451,0690056,Hawkesbury - Blaxland Ridge Brigade,RFS,fire-alt,orange,{},0
452,0690064,Hawkesbury - Colo Heights Brigade,RFS,fire-alt,orange,{},0
453,0690072,Hawkesbury - East Kurrajong Brigade,RFS,fire-alt,orange,{},0
454,0690080,Hawkesbury - Ebenezer Brigade,RFS,fire-alt,orange,{},0
455,0690088,Hawkesbury - Freemans Reach Brigade,RFS,fire-alt,orange,{},0
456,0690096,Hawkesbury - Glossodia Brigade,RFS,fire-alt,orange,{},0
457,0690104,Hawkesbury - Grose Vale Brigade,RFS,fire-alt,orange,{},0
458,0690112,Hawkesbury - Grose Wold Brigade,RFS,fire-alt,orange,{},0
459,0690120,Hawkesbury Headquarters Brigade,RFS,fire-alt,orange,{},0
460,0690128,Hawkesbury - Kurrajong Brigade,RFS,fire-alt,orange,{},0
461,0690136,Hawkesbury - Kurrajong Heights Brigade,RFS,fire-alt,orange,{},0
462,0690144,Hawkesbury - Lower MacDonald Brigade,RFS,fire-alt,orange,{},0
463,0690152,Hawkesbury Broadcast Message,RFS,fire-alt,orange,{},0
464,0690160,Hawkesbury - Mountain Lagoon Brigade,RFS,fire-alt,orange,{},0
465,0690168,Hawkesbury - Oakville Brigade,RFS,fire-alt,orange,{},0
466,0690176,Hawkesbury - St Albans Brigade,RFS,fire-alt,orange,{},0
467,0690184,Hawkesbury - Tennyson Brigade,RFS,fire-alt,orange,{},0
468,0690192,Hawkesbury - Upper Colo Brigade,RFS,fire-alt,orange,{},0
469,0690200,Hawkesbury - Wilberforce Brigade,RFS,fire-alt,orange,{},0
470,0690208,Hawkesbury - Yarramundi Brigade,RFS,fire-alt,orange,{},0
471,0690216,Hawkesbury Catering Support Unit,RFS,fire-alt,orange,{},0
472,0690224,Hawkesbury Comms Support Unit,RFS,fire-alt,orange,{},0
473,0690232,Hawkesbury West 1,RFS,fire-alt,orange,{},0
474,0690240,Hawkesbury South 1,RFS,fire-alt,orange,{},0
475,0690248,Hawkesbury North 1,RFS,fire-alt,orange,{},0
476,0690256,Hawkesbury North 3,RFS,fire-alt,orange,{},0
477,0690264,Hawkesbury West 2,RFS,fire-alt,orange,{},0
478,0690272,Hawkesbury - Tennyson Brigade,RFS,fire-alt,orange,{},0
479,0690280,Hawkesbury North 2,RFS,fire-alt,orange,{},0
480,0690288,Hawkesbury Broadcast Message,RFS,fire-alt,orange,{},0
481,0690304,Hawkesbury - Blaxlands Ridge Brigade Captain,RFS,fire-alt,orange,{},0
482,0690312,Hawkesbury - Colo Heights Brigade Captain,RFS,fire-alt,orange,{},0
483,0690320,Hawkesbury - East Kurrajong Brigade Captain,RFS,fire-alt,orange,{},0
484,0690328,Hawkesbury - Ebenezer Brigade Captain,RFS,fire-alt,orange,{},0
485,0690336,Hawkesbury - Freemans Reach Brigade,RFS,fire-alt,orange,{},0
486,0690344,Hawkesbury - Glossodia Brigade Captain,RFS,fire-alt,orange,{},0
487,0690352,Hawkesbury - Grose Vale Brigade Captain,RFS,fire-alt,orange,{},0
488,0690360,Hawkesbury - Grose Wold Brigade Captain,RFS,fire-alt,orange,{},0
489,0690368,Hawkesbury - Headquarters Brigade Captain,RFS,fire-alt,orange,{},0
490,0690376,Hawkesbury - Kurrajong Brigade Captain,RFS,fire-alt,orange,{},0
491,0690384,Hawkesbury - Kurrajong Heights Brigade Captain,RFS,fire-alt,orange,{},0
492,0690392,Hawkesbury - Lower MacDonald Brigade Captain,RFS,fire-alt,orange,{},0
493,0690400,Hawkesbury - Lower Portland Brigade Captain,RFS,fire-alt,orange,{},0
494,0690408,Hawkesbury - Mountain Lagoon Brigade Captain,RFS,fire-alt,orange,{},0
495,0690416,Hawkesbury - St Albans Brigade Captain,RFS,fire-alt,orange,{},0
496,0690424,Hawkesbury - Tennyson Brigade Captain,RFS,fire-alt,orange,{},0
497,0690432,Hawkesbury - Upper Colo Brigade Captain,RFS,fire-alt,orange,{},0
498,0690440,Hawkesbury - Wilberforce Brigade Captain,RFS,fire-alt,orange,{},0
499,0690448,Hawkesbury - Yarramundi Brigade Captain,RFS,fire-alt,orange,{},0
500,0690456,Hawkesbury - Oakville Brigade Captain,RFS,fire-alt,orange,{},0
501,0690464,Hawkesbury Catering Captain,RFS,fire-alt,orange,{},0
502,0690472,Hawkesbury Comms Support Unit Captain,RFS,fire-alt,orange,{},0
503,0690488,Hawkesbury - Grose Wold Brigade,RFS,fire-alt,orange,{},0
504,0690512,Hawkesbury - Oakville Brigade,RFS,fire-alt,orange,{},0
505,0690536,Hawkesbury West 3,RFS,fire-alt,orange,{},0
506,0690544,Hawkesbury South 3,RFS,fire-alt,orange,{},0
507,0690552,Hawkesbury - Grose Wold Brigade,RFS,fire-alt,orange,{},0
508,0690560,Hawkesbury - Bilpin Brigade,RFS,fire-alt,orange,{},0
509,0690568,Hawkesbury - Blaxlands Ridge Brigade,RFS,fire-alt,orange,{},0
510,0690576,Hawkesbury - Colo Heights Brigade,RFS,fire-alt,orange,{},0
511,0690584,Hawkesbury - East Kurrajong Brigade,RFS,fire-alt,orange,{},0
512,0690592,Hawkesbury - Ebenezer Brigade,RFS,fire-alt,orange,{},0
513,0690600,Hawkesbury - Freemans Reach Brigade,RFS,fire-alt,orange,{},0
514,0690608,Hawkesbury - Glossodia Brigade,RFS,fire-alt,orange,{},0
515,0690616,Hawkesbury - Grose Vale Brigade,RFS,fire-alt,orange,{},0
516,0690624,Hawkesbury - Grose Wold Brigade,RFS,fire-alt,orange,{},0
517,0690632,Hawkesbury - Headquarters Brigade,RFS,fire-alt,orange,{},0
518,0690640,Hawkesbury - Kurrajong Brigade,RFS,fire-alt,orange,{},0
519,0690648,Hawkesbury - Kurrajong Heights Brigade,RFS,fire-alt,orange,{},0
520,0690656,Hawkesbury - Lower MacDonald Brigade,RFS,fire-alt,orange,{},0
521,0690664,Hawkesbury - Lower Portland Brigade,RFS,fire-alt,orange,{},0
522,0690672,Hawkesbury - Mountain Lagoon Brigade,RFS,fire-alt,orange,{},0
523,0690680,Hawkesbury - Oakville Brigade,RFS,fire-alt,orange,{},0
524,0690688,Hawkesbury - St Albans Brigade,RFS,fire-alt,orange,{},0
525,0690696,Hawkesbury - Tennyson Brigade,RFS,fire-alt,orange,{},0
526,0690704,Hawkesbury - Upper Colo Brigade,RFS,fire-alt,orange,{},0
527,0690712,Hawkesbury - Wilberforce Brigade,RFS,fire-alt,orange,{},0
528,0690720,Hawkesbury - Yarramundi Brigade,RFS,fire-alt,orange,{},0
529,0690728,Hawkesbury RAFT,RFS,fire-alt,orange,{},0
530,0720008,Hornsby/Ku-Ring-Gai - Hornsby Broadcast Message,RFS,fire-alt,orange,{},0
531,0720016,Hornsby/Ku-Ring-Gai - Arcadia Brigade,RFS,fire-alt,orange,{},0
532,0720032,Hornsby/Ku-Ring-Gai - Berowra Brigade,RFS,fire-alt,orange,{},0
533,0720040,Hornsby/Ku-Ring-Gai - Hornsby Duty Officer,RFS,fire-alt,orange,{},0
534,0720048,Hornsby/Ku-Ring-Gai - Brooklyn Brigade,RFS,fire-alt,orange,{},0
535,0720064,The Hills - Canoelands Brigade,RFS,fire-alt,orange,{},0
536,0720072,Hornsby/Ku-Ring-Gai - Hornsby Group Officers,RFS,fire-alt,orange,{},0
537,0720080,Hornsby/Ku-Ring-Gai - Hornsby Catering Support Unit,RFS,fire-alt,orange,{},0
538,0720088,Hornsby/Ku-Ring-Gai - Hornsby Catering Support Unit,RFS,fire-alt,orange,{},0
539,0720096,Hornsby/Ku-Ring-Gai - Cherrybrook Brigade,RFS,fire-alt,orange,{},0
540,0720104,Hornsby/Ku-Ring-Gai - Cherrybrook Brigade Captain,RFS,fire-alt,orange,{},0
541,0720112,Hornsby/Ku-Ring-Gai - Hornsby Comms Support Unit,RFS,fire-alt,orange,{},0
542,0720120,Hornsby/Ku-Ring-Gai - Hornsby Comms Support Unit Captain,RFS,fire-alt,orange,{},0
543,0720128,Hornsby/Ku-Ring-Gai - Cowan Brigade,RFS,fire-alt,orange,{},0
544,0720144,Hornsby/Ku-Ring-Gai - Dangar Island Brigade,RFS,fire-alt,orange,{},0
545,0720160,Hornsby/Ku-Ring-Gai - Dural Brigade,RFS,fire-alt,orange,{},0
546,0720168,Hornsby/Ku-Ring-Gai - Dural Brigade Captain,RFS,fire-alt,orange,{},0
547,0720176,Hornsby/Ku-Ring-Gai - Galston Brigade,RFS,fire-alt,orange,{},0
548,0720192,Hornsby/Ku-Ring-Gai - Hornsby/Hornsby Hts Brigade,RFS,fire-alt,orange,{},0
549,0720200,Hornsby/Ku-Ring-Gai - Hornsby Broadcast Message,RFS,fire-alt,orange,{},0
550,0720208,Hornsby/Ku-Ring-Gai - Hornsby/Hornsby Hts Brigade,RFS,fire-alt,orange,{},0
551,0720224,Hornsby/Ku-Ring-Gai - Ku-ring-gai Brigade,RFS,fire-alt,orange,{},0
552,0720232,Hornsby/Ku-Ring-Gai - Mt Kuring-gai Brigade Captain,RFS,fire-alt,orange,{},0
553,0720256,Hornsby/Ku-Ring-Gai - Muogamarra Brigade,RFS,fire-alt,orange,{},0
554,0720272,Hornsby/Ku-Ring-Gai - Mt Kuring-gai Brigade,RFS,fire-alt,orange,{},0
555,0720296,Hornsby/Ku-Ring-Gai - Brooklyn Brigade Captain,RFS,fire-alt,orange,{},0
556,0720304,Hornsby/Ku-Ring-Gai - Westleigh Brigade,RFS,fire-alt,orange,{},0
557,0720312,Hornsby/Ku-Ring-Gai - Westleigh Brigade,RFS,fire-alt,orange,{},0
558,0720376,Hornsby/Ku-Ring-Gai - Hornsby Group 4,RFS,fire-alt,orange,{},0
559,0720392,Hornsby/Ku-Ring-Gai - Hornsby Group 2,RFS,fire-alt,orange,{},0
560,0720400,Hornsby/Ku-Ring-Gai - Hornsby Group 6,RFS,fire-alt,orange,{},0
1133,0720416,Hornsby/Ku-Ring-Gai - Unknown???,RFS,fire-alt,orange,{},0
561,0720432,Hornsby/Ku-Ring-Gai - Hornsby Duty Officer,RFS,fire-alt,orange,{},0
562,0720440,Hornsby/Ku-Ring-Gai - Hornsby FCO,RFS,fire-alt,orange,{},0
1132,0720448,Hornsby/Ku-Ring-Gai - Unknown??,RFS,fire-alt,orange,{},0
563,0720464,Hornsby/Ku-Ring-Gai - Hornsby Group 3,RFS,fire-alt,orange,{},0
564,0720472,Hornsby/Ku-Ring-Gai - Hornsby Group 6,RFS,fire-alt,orange,{},0
565,0720480,Hornsby/Ku-Ring-Gai - Hornsby Group 5,RFS,fire-alt,orange,{},0
566,0770376,Kempsey Shire SES,SES,exclamation-triangle,yellow,{},0
567,0781008,Illawarra - Gerringong Brigade,RFS,fire-alt,orange,{},0
568,0782008,Illawarra - Jamberoo Brigade,RFS,fire-alt,orange,{},0
569,0783008,Illawarra - Foxground Brigade,RFS,fire-alt,orange,{},0
570,0784008,Illawarra - Carrington Falls Brigade,RFS,fire-alt,orange,{},0
571,0789000,Illawarra Broadcast Message,RFS,fire-alt,orange,{},0
572,0789008,Kiama SES,SES,exclamation-triangle,yellow,{},0
573,0810208,North West - Condobolin Brigade,RFS,fire-alt,orange,{},0
574,0810296,North West - Condobolin Brigade,RFS,fire-alt,orange,{},0
575,0810304,North West - Condobolin Brigade,RFS,fire-alt,orange,{},0
576,0810312,North West - Condobolin Brigade,RFS,fire-alt,orange,{},0
577,0810360,North West - Nevertire Brigade,RFS,fire-alt,orange,{},0
578,0819000,North West - Condobolin Brigade,RFS,fire-alt,orange,{},0
579,0820000,Central Coast Group Officers,RFS,fire-alt,orange,{},0
580,0820008,Central Coast FCO 1,RFS,fire-alt,orange,{},0
581,0820024,Central Coast FCO 5,RFS,fire-alt,orange,{},0
582,0820048,Central Coast Group 6,RFS,fire-alt,orange,{},0
583,0820064,Central Coast Group 8,RFS,fire-alt,orange,{},0
584,0820072,Central Coast Group 7,RFS,fire-alt,orange,{},0
585,0820096,Central Coast Group 10,RFS,fire-alt,orange,{},0
586,0820256,Central Coast - Awaba Brigade,RFS,fire-alt,orange,{},0
587,0820384,Central Coast - Seahampton Brigade,RFS,fire-alt,orange,{},0
588,0820496,Central Coast - Killingworth Brigade,RFS,fire-alt,orange,{},0
589,0820624,Central Coast - Wakefield Brigade,RFS,fire-alt,orange,{},0
590,0820656,Central Coast - Cooranbong Brigade Captain,RFS,fire-alt,orange,{},0
591,0820752,Central Coast - Cameron Park Brigade,RFS,fire-alt,orange,{},0
592,0820760,Central Coast - Martinsville Brigade,RFS,fire-alt,orange,{},0
593,0820792,Central Coast - Dora Creek Brigade Captain,RFS,fire-alt,orange,{},0
594,0820872,Central Coast - Dora Creek Brigade,RFS,fire-alt,orange,{},0
595,0821064,Central Coast - Cooranbong Brigade,RFS,fire-alt,orange,{},0
596,0821176,Central Coast - Wallarah Brigade,RFS,fire-alt,orange,{},0
597,0821208,Central Coast - Martinsville Brigade Captain,RFS,fire-alt,orange,{},0
598,0821304,Central Coast - Martinsville Brigade,RFS,fire-alt,orange,{},0
599,0821416,Central Coast - Mandalong Brigade,RFS,fire-alt,orange,{},0
600,0821456,Central Coast - Peninsula Brigade Captain,RFS,fire-alt,orange,{},0
601,0821552,Central Coast - Peninsula Brigade,RFS,fire-alt,orange,{},0
602,0821680,Central Coast - Wyee Point Brigade,RFS,fire-alt,orange,{},0
603,0821808,Central Coast - Wyee Brigade,RFS,fire-alt,orange,{},0
604,0821936,Central Coast - Nords Wharf Brigade,RFS,fire-alt,orange,{},0
605,0822056,Central Coast - Catherine Hill Bay Brigade,RFS,fire-alt,orange,{},0
606,0822216,Central Coast Comms Support Unit,RFS,fire-alt,orange,{},0
607,0829000,Lake Macquarie SES,SES,exclamation-triangle,yellow,{},0
608,0829008,Cooranbong SES,SES,exclamation-triangle,yellow,{},0
609,0850008,Macarthur - Liverpool Brigade,RFS,fire-alt,orange,{},0
610,0850016,Macarthur - Austral Brigade,RFS,fire-alt,orange,{},0
611,0850104,Macarthur - Bringelly Brigade,RFS,fire-alt,orange,{},0
612,0850168,Macarthur - Hoxton Park Brigade,RFS,fire-alt,orange,{},0
613,0850424,Macarthur - Kemps Creek Brigade,RFS,fire-alt,orange,{},0
614,0850504,Macarthur - Luddenham Brigade,RFS,fire-alt,orange,{},0
615,0850600,Macarthur - Casula Brigade,RFS,fire-alt,orange,{},0
1154,0871304,Clarence Valley - Woombah Brigade,RFS,fire-alt,orange,{},0
1137,0950048,Hunter Valley - Kayuga Brigade,RFS,fire-alt,orange,{},0
1135,0950056,Hunter Valley - Bulga Group Officers,RFS,fire-alt,orange,{},0
1136,0950232,Hunter Valley - Edinglassie Brigade,RFS,fire-alt,orange,{},0
1138,0950272,Hunter Valley - Kayuga Brigade,RFS,fire-alt,orange,{},0
616,0959008,Muswellbrook SES,SES,exclamation-triangle,yellow,{},0
100,100,0210344,Faulconbridge Brigade,Blue Mountains,fire-alt,"""orange""",null
1148,1010032,Clarence Valley - Glenugie Brigade,RFS,fire-alt,orange,{},0
1155,1010120,Clarence Valley - Group Officer,RFS,fire-alt,orange,{},0
1156,1010600,Clarence Valley - Braunstone Brigade,RFS,fire-alt,orange,{},0
1157,1010624,Clarence Valley - Coutts Crossing Brigade,RFS,fire-alt,orange,{},0
1158,1010632,Clarence Valley - Glenreagh Brigade,RFS,fire-alt,orange,{},0
1147,1010640,Clarence Valley - Glenugie Brigade,RFS,fire-alt,orange,{},0
1150,1010648,Clarence Valley - Grafton City Brigade,RFS,fire-alt,orange,{},0
1159,1010656,Clarence Valley - Halfway Creek Brigade,RFS,fire-alt,orange,{},0
1160,1010672,Clarence Valley - Jackadgery Brigade,RFS,fire-alt,orange,{},0
1161,1010704,Clarence Valley - Mt Ramornie Brigade,RFS,fire-alt,orange,{},0
1149,1010712,Clarence Valley - Nymboida Brigade,RFS,fire-alt,orange,{},0
1162,1010736,Clarence Valley - Southhampton Brigade,RFS,fire-alt,orange,{},0
1163,1010752,Clarence Valley - Ulmarra Brigade,RFS,fire-al,orange,{},0
617,1020000,Chifley Lithgow - Chifley Broadcast Message,RFS,fire-alt,orange,{},0
618,1020064,Chifley Lithgow - Back Creek Brigade Captain,RFS,fire-alt,orange,{},0
619,1020072,Chifley Lithgow - Back Creek Brigade,RFS,fire-alt,orange,{},0
620,1020080,Chifley Lithgow - orange Springs Brigade Captain,RFS,fire-alt,orange,{},0
621,1020088,Chifley Lithgow - orange Springs Brigade,RFS,fire-alt,orange,{},0
622,1020096,Chifley Lithgow - Duckmaloi Brigade Captain,RFS,fire-alt,orange,{},0
623,1020104,Chifley Lithgow - Duckmaloi Brigade,RFS,fire-alt,orange,{},0
624,1020112,Chifley Lithgow - Edith Brigade Captain,RFS,fire-alt,orange,{},0
625,1020120,Chifley Lithgow - Edith Brigade,RFS,fire-alt,orange,{},0
626,1020128,Chifley Lithgow - Gingkin Brigade Captain,RFS,fire-alt,orange,{},0
627,1020136,Chifley Lithgow - Gingkin Brigade,RFS,fire-alt,orange,{},0
628,1020144,Chifley Lithgow - Gurnang Brigade Captain,RFS,fire-alt,orange,{},0
629,1020152,Chifley Lithgow - Gurnang Brigade,RFS,fire-alt,orange,{},0
630,1020160,Chifley Lithgow - Hazelgrove Brigade Captain,RFS,fire-alt,orange,{},0
631,1020168,Chifley Lithgow - Hazelgrove Brigade,RFS,fire-alt,orange,{},0
632,1020192,Chifley Lithgow - Jerrong Pyds Brigade Captain,RFS,fire-alt,orange,{},0
633,1020200,Chifley Lithgow - Jerrong Pyds Brigade,RFS,fire-alt,orange,{},0
634,1020208,Chifley Lithgow - Jenolan Caves Brigade Captain,RFS,fire-alt,orange,{},0
635,1020216,Chifley Lithgow - Jenolan Caves Brigade,RFS,fire-alt,orange,{},0
636,1020224,Chifley Lithgow - Native Dog Brigade Captain,RFS,fire-alt,orange,{},0
637,1020232,Chifley Lithgow - Mayfield Brigade,RFS,fire-alt,orange,{},0
638,1020248,Chifley Lithgow - Native Dog Brigade,RFS,fire-alt,orange,{},0
639,1020256,Chifley Lithgow - Norway Brigade Captain,RFS,fire-alt,orange,{},0
640,1020264,Chifley Lithgow - Norway Brigade,RFS,fire-alt,orange,{},0
641,1020272,Chifley Lithgow - Oberon Support Brigade Captain,RFS,fire-alt,orange,{},0
642,1020280,Chifley Lithgow - Oberon Support Brigade,RFS,fire-alt,orange,{},0
643,1020288,Chifley Lithgow - O'Connell Brigade Captain,RFS,fire-alt,orange,{},0
644,1020296,Chifley Lithgow - Porters Retreat Brigade Captain,RFS,fire-alt,orange,{},0
645,1020304,Chifley Lithgow - Porters Retreat Brigade,RFS,fire-alt,orange,{},0
646,1020312,Chifley Lithgow - Shooter's Hill Brigade Captain,RFS,fire-alt,orange,{},0
